Section,Group,Asset,Level,Change,Change Display,Change Unit,Change Text,% Change,% Change Text,High,Low,Obs,Order
A. Rates,Nominal UST,UST 2Y,3.8022%,0.0018000000000002458,0.18000000000002458,bp,+0.18bp,,,3.81315,3.79195,61,10
A. Rates,Nominal UST,UST 5Y,3.9558%,0.013549999999999951,1.354999999999995,bp,+1.35bp,,,3.9599,3.9405,71,20
A. Rates,Nominal UST,UST 10Y,4.3445%,0.01595000000000013,1.595000000000013,bp,+1.60bp,,,4.3465,4.3236,73,30
A. Rates,Nominal UST,UST 30Y,4.9517%,0.016499999999999737,1.6499999999999737,bp,+1.65bp,,,4.95175,4.9322,80,40
A. Rates,Curve,UST 2s10s spread,54.23bp,1.6099999999999852,1.6099999999999852,bp,+1.61bp,,,54.530000000000015,52.32000000000001,58,60
A. Rates,Curve,UST 5s10s spread,38.87bp,0.2400000000000162,0.2400000000000162,bp,+0.24bp,,,39.195,38.309999999999974,66,70
A. Rates,Curve,UST 5s30s spread,99.59bp,0.2949999999999875,0.2949999999999875,bp,+0.29bp,,,99.93999999999997,98.78999999999998,70,80
C. Treasury Futures,Treasury Futures,TU 2Y Treasury Fut,103.7266,0.00390625,0.00390625,pts,+0.0039,3.7660528000602565e-05,+0.00%,103.73828125,103.69921875,93,210
C. Treasury Futures,Treasury Futures,FV 5Y Treasury Fut,108.1641,-0.0078125,-0.0078125,pts,-0.0078,-7.222302470027445e-05,-0.00%,108.1953125,108.109375,91,220
C. Treasury Futures,Treasury Futures,TY 10Y Treasury Fut,111.0312,-0.046875,-0.046875,pts,-0.0469,-0.0004220002813335209,-0.00%,111.09375,110.9375,93,230
C. Treasury Futures,Treasury Futures,US 30Y Treasury Fut,113.5938,-0.15625,-0.15625,pts,-0.1562,-0.0013736263736263737,-0.00%,113.78125,113.53125,93,240
D. USD & FX,USD,DXY,98.4840,0.09299999999998931,0.09299999999998931,pts,+0.0930,0.0009452084032075018,+0.00%,98.496,98.391,89,310
D. USD & FX,FX,EURUSD,1.1715,-0.0017000000000000348,-17.000000000000348,pips,-17.00pips,-0.001449028298670333,-0.00%,1.1732,1.1715,109,320
D. USD & FX,FX,USDJPY,159.535,0.2400000000000091,24.00000000000091,pips,+24.00pips,0.0015066386264478428,+0.00%,159.535,159.295,109,330
D. USD & FX,FX,GBPUSD,1.3526,-0.0027000000000001467,-27.000000000001467,pips,-27.00pips,-0.0019921053602391606,-0.00%,1.35535,1.35265,109,340
D. USD & FX,FX,AUDUSD,0.7188,-0.0004999999999999449,-4.999999999999449,pips,-5.00pips,-0.0006951685783801807,-0.00%,0.7194,0.71815,109,350
E. RMB,RMB,USDCNH,6.8265,0.00025000000000030553,2.5000000000030553,pips,+2.50pips,3.6623597316267545e-05,+0.00%,6.82785,6.8222,109,420
F. Commodities,Commodities,Brent crude,108.6500,0.4300000000000068,0.4300000000000068,pts,+0.4300,0.0039733875438921346,+0.00%,109.6,107.75,78,510
F. Commodities,Commodities,WTI crude,96.9800,0.8599999999999994,0.8599999999999994,pts,+0.8600,0.008947149396587592,+0.01%,97.27,96.06,95,520
F. Commodities,Commodities,Gold,4687.1850,16.425000000000182,16.425000000000182,pts,+16.4250,0.0035165583331192743,+0.00%,4700.325,4670.76,98,530
F. Commodities,Commodities,Copper,6.0265,0.026500000000000412,0.026500000000000412,pts,+0.0265,0.004416666666666735,+0.00%,6.036,4.98,96,540
