Section,Group,Asset,Level,Change,Change Display,Change Unit,Change Text,% Change,% Change Text,High,Low,Obs,Order
A. Rates,Nominal UST,UST 2Y,3.8380%,0.03980000000000006,3.9800000000000058,bp,+3.98bp,,,3.83805,3.83805,1,10
A. Rates,Nominal UST,UST 5Y,3.9802%,0.03354999999999997,3.354999999999997,bp,+3.35bp,,,3.9802,3.9802,1,20
A. Rates,Nominal UST,UST 10Y,4.3465%,0.008000000000000007,0.8000000000000007,bp,+0.80bp,,,4.3465,4.3465,1,30
A. Rates,Nominal UST,UST 30Y,4.9358%,-0.008699999999999264,-0.8699999999999264,bp,-0.87bp,,,4.9358,4.9358,1,40
A. Rates,Curve,UST 2s10s spread,50.84bp,-3.180000000000007,-3.180000000000007,bp,-3.18bp,,,50.844999999999985,50.844999999999985,1,60
A. Rates,Curve,UST 5s10s spread,36.63bp,-2.5549999999999997,-2.5549999999999997,bp,-2.55bp,,,36.62999999999998,36.62999999999998,1,70
A. Rates,Curve,UST 5s30s spread,95.56bp,-4.224999999999923,-4.224999999999923,bp,-4.22bp,,,95.56000000000004,95.56000000000004,1,80
B. Real & Inflation,Real Yield / TIPS,TIPS real 5Y,1.3320%,0.02300000000000013,2.300000000000013,bp,+2.30bp,,,1.332,1.332,1,110
B. Real & Inflation,Real Yield / TIPS,TIPS real 10Y,1.8990%,0.0050000000000001155,0.5000000000000115,bp,+0.50bp,,,1.899,1.899,1,120
B. Real & Inflation,Real Yield / TIPS,TIPS real 30Y,2.6880%,-0.008000000000000007,-0.8000000000000007,bp,-0.80bp,,,2.688,2.688,1,130
B. Real & Inflation,Breakeven Inflation,BEI 5Y,2.6482%,0.010550000000000281,1.0550000000000281,bp,+1.06bp,,,2.6482,2.6482,1,150
B. Real & Inflation,Breakeven Inflation,BEI 10Y,2.4475%,0.0030000000000001137,0.30000000000001137,bp,+0.30bp,,,2.4475,2.4475,1,160
B. Real & Inflation,Breakeven Inflation,BEI 30Y,2.2478%,-0.0006999999999992568,-0.06999999999992568,bp,-0.07bp,,,2.2478000000000002,2.2478000000000002,1,170
C. Treasury Futures,Treasury Futures,TU 2Y Treasury Fut,103.6602,-0.0703125,-0.0703125,pts,-0.0703,-0.0006778384485031068,-0.00%,103.66015625,103.66015625,1,210
C. Treasury Futures,Treasury Futures,FV 5Y Treasury Fut,108.0312,-0.1328125,-0.1328125,pts,-0.1328,-0.0012278801011195376,-0.00%,108.03125,108.03125,1,220
C. Treasury Futures,Treasury Futures,TY 10Y Treasury Fut,110.8906,-0.125,-0.125,pts,-0.1250,-0.0011259676284306826,-0.00%,110.890625,110.890625,1,230
C. Treasury Futures,Treasury Futures,US 30Y Treasury Fut,113.6250,0.0625,0.0625,pts,+0.0625,0.000550357732526142,+0.00%,113.625,113.625,1,240
D. USD & FX,USD,DXY,98.6400,0.14400000000000546,0.14400000000000546,pts,+0.1440,0.0014619883040936227,+0.00%,98.64,98.64,1,310
D. USD & FX,FX,EURUSD,1.1712,-0.0008999999999999009,-8.999999999999009,pips,-9.00pips,-0.0007678525723060327,-0.00%,1.1712,1.1712,1,320
D. USD & FX,FX,USDJPY,159.615,0.18999999999999773,18.999999999999773,pips,+19.00pips,0.0011917829700485978,+0.00%,159.615,159.615,1,330
D. USD & FX,FX,GBPUSD,1.3518,-0.0016000000000000458,-16.00000000000046,pips,-16.00pips,-0.001182251450105328,-0.00%,1.35175,1.35175,1,340
D. USD & FX,FX,AUDUSD,0.7181,-0.0005500000000000504,-5.5000000000005045,pips,-5.50pips,-0.0007652706275219848,-0.00%,0.71815,0.71815,1,350
E. RMB,RMB,USDCNY,6.8374,0.014299999999999535,142.99999999999534,pips,+143.00pips,0.0020958061892233843,+0.00%,6.83745,6.83745,1,410
E. RMB,RMB,USDCNH,6.8400,0.013799999999999812,137.99999999999812,pips,+138.00pips,0.0020216225718554704,+0.00%,6.84,6.84,1,420
E. RMB,RMB,USD/CNY fixing,6.8589,0.001000000000000334,10.00000000000334,pips,+10.00pips,,,6.8589,6.8589,1,430
E. RMB,RMB,CNH-CNY spread,25.5pips,-0.0004999999999997229,-4.999999999997229,pips,-5.00pips,,,0.0025500000000002743,0.0025500000000002743,1,440
E. RMB,RMB,USDCNY - fixing,-214.5pips,0.013299999999999201,132.999999999992,pips,+133.00pips,,,-0.021450000000000635,-0.021450000000000635,1,450
E. RMB,RMB,USDCNH - fixing,-189.0pips,0.012799999999999478,127.99999999999478,pips,+128.00pips,,,-0.01890000000000036,-0.01890000000000036,1,460
F. Commodities,Commodities,Brent crude,111.2200,2.9200000000000017,2.9200000000000017,pts,+2.9200,0.02696214219759928,+0.03%,111.22,111.22,1,510
F. Commodities,Commodities,WTI crude,99.6200,2.9399999999999977,2.9399999999999977,pts,+2.9400,0.030409598676044657,+0.03%,99.62,99.62,1,520
F. Commodities,Commodities,Gold,4595.5100,-86.59499999999935,-86.59499999999935,pts,-86.5950,-0.018494886381232235,-0.02%,4595.51,4595.51,1,530
