Section,Group,Asset,Level,Change,Change Display,Change Unit,Change Text,% Change,% Change Text,High,Low,Obs,Order
A. Rates,Nominal UST,UST 2Y,3.7992%,-0.0012499999999997513,-0.12499999999997513,bp,-0.12bp,,,3.81315,3.79195,66,10
A. Rates,Nominal UST,UST 5Y,3.9505%,0.008299999999999752,0.8299999999999752,bp,+0.83bp,,,3.9599,3.9405,76,20
A. Rates,Nominal UST,UST 10Y,4.3425%,0.013950000000000351,1.395000000000035,bp,+1.40bp,,,4.3465,4.3236,78,30
A. Rates,Nominal UST,UST 30Y,4.9507%,0.015450000000000408,1.5450000000000408,bp,+1.55bp,,,4.95175,4.9322,85,40
A. Rates,Curve,UST 2s10s spread,54.34bp,1.7150000000000034,1.7150000000000034,bp,+1.72bp,,,54.530000000000015,52.32000000000001,63,60
A. Rates,Curve,UST 5s10s spread,39.20bp,0.5650000000000617,0.5650000000000617,bp,+0.57bp,,,39.19500000000005,38.309999999999974,71,70
A. Rates,Curve,UST 5s30s spread,100.02bp,0.7150000000000745,0.7150000000000745,bp,+0.72bp,,,100.01500000000006,98.78999999999998,75,80
B. Real & Inflation,Real Yield / TIPS,TIPS real 5Y,1.3080%,0.0020000000000000018,0.20000000000000018,bp,+0.20bp,,,1.3185,1.2995,58,110
B. Real & Inflation,Real Yield / TIPS,TIPS real 10Y,1.8925%,0.009500000000000064,0.9500000000000064,bp,+0.95bp,,,1.895,1.8815,73,120
B. Real & Inflation,Real Yield / TIPS,TIPS real 30Y,2.6965%,0.01200000000000001,1.200000000000001,bp,+1.20bp,,,2.6975,2.6815,83,130
B. Real & Inflation,Breakeven Inflation,BEI 5Y,2.6425%,0.007200000000000095,0.7200000000000095,bp,+0.72bp,,,2.6476499999999996,2.6315,56,150
B. Real & Inflation,Breakeven Inflation,BEI 10Y,2.4480%,0.002449999999999619,0.24499999999996191,bp,+0.24bp,,,2.4545000000000003,2.4395499999999997,72,160
B. Real & Inflation,Breakeven Inflation,BEI 30Y,2.2542%,0.003450000000000397,0.3450000000000397,bp,+0.35bp,,,2.2580499999999994,2.2501999999999995,83,170
C. Treasury Futures,Treasury Futures,TU 2Y Treasury Fut,103.7227,0.0,0.0,pts,0.0000,0.0,+0.00%,103.73828125,103.69921875,98,210
C. Treasury Futures,Treasury Futures,FV 5Y Treasury Fut,108.1562,-0.015625,-0.015625,pts,-0.0156,-0.0001444460494005489,-0.00%,108.1953125,108.109375,97,220
C. Treasury Futures,Treasury Futures,TY 10Y Treasury Fut,111.0000,-0.078125,-0.078125,pts,-0.0781,-0.0007033338022225348,-0.00%,111.09375,110.9375,99,230
C. Treasury Futures,Treasury Futures,US 30Y Treasury Fut,113.5312,-0.21875,-0.21875,pts,-0.2188,-0.0019230769230769232,-0.00%,113.78125,113.53125,99,240
D. USD & FX,USD,DXY,98.5440,0.1529999999999916,0.1529999999999916,pts,+0.1530,0.001555020276244693,+0.00%,98.544,98.391,94,310
D. USD & FX,FX,EURUSD,1.1717,-0.0015000000000000568,-15.000000000000568,pips,-15.00pips,-0.0012785543811797279,-0.00%,1.1732,1.17145,114,320
D. USD & FX,FX,USDJPY,159.485,0.19000000000002615,19.000000000002615,pips,+19.00pips,0.0011927555792713277,+0.00%,159.52,159.295,114,330
D. USD & FX,FX,GBPUSD,1.3528,-0.0025500000000000522,-25.500000000000522,pips,-25.50pips,-0.0018814328402258103,-0.00%,1.35535,1.35255,114,340
D. USD & FX,FX,AUDUSD,0.7184,-0.0008499999999999064,-8.499999999999064,pips,-8.50pips,-0.0011817865832463071,-0.00%,0.7194,0.71815,114,350
E. RMB,RMB,USDCNH,6.8269,0.0006500000000002615,6.500000000002615,pips,+6.50pips,9.522135302221755e-05,+0.00%,6.82785,6.8222,114,420
F. Commodities,Commodities,Brent crude,108.9300,0.710000000000008,0.710000000000008,pts,+0.7100,0.006560709665496285,+0.01%,109.6,107.75,83,510
F. Commodities,Commodities,WTI crude,97.2200,1.0999999999999943,1.0999999999999943,pts,+1.1000,0.011444028297960823,+0.01%,97.31,96.06,100,520
F. Commodities,Commodities,Gold,4688.6900,17.92999999999938,17.92999999999938,pts,+17.9300,0.0038387757024551422,+0.00%,4700.325,4670.76,103,530
F. Commodities,Commodities,Copper,6.0150,0.01499999999999968,0.01499999999999968,pts,+0.0150,0.0024999999999999467,+0.00%,6.036,4.98,101,540
